sample_ID,amplicon,extraction_ID,replicate,alternative_ID,collection_year,collection_month,collection_day,location1,station,stratum,haul,start_dd_lat,stop_dd_lat,start_dd_long,stop_dd_long,Average_depth,depth_range,stratum_depth_meters,Bottom_type,sample_type,depth,sample_volume_liters,sample_collect_device,filter_type,filter_size_micrometer,filter_preservation,time_of_day,project,collected_by,extraction_by,extraction_date,extraction_kit,plate_or_vial,elution_volume_microliters,additional_metadata,accompanying_data
e03826_B_mifish,mifish,e03826,B,13E,2023,7,16,GOA,284-169,41,13,59.72633333,59.731,-146.5463333,-146.5496667,76.25,70-74,0-100,UT,field_blank,77,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,9:10,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03827_B_mifish,mifish,e03827,B,14A,2023,7,16,GOA,284-169,41,14,59.74183333,59.74766667,-146.5556667,-146.5586667,76.5,66-68,0-100,UT,sample,77,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,9:59,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03828_B_mifish,mifish,e03828,B,14B,2023,7,16,GOA,284-169,41,14,59.74183333,59.74766667,-146.5556667,-146.5586667,76.5,66-68,0-100,UT,sample,77,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,9:59,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03829_B_mifish,mifish,e03829,B,14C,2023,7,16,GOA,284-169,41,14,59.74183333,59.74766667,-146.5556667,-146.5586667,76.5,66-68,0-100,UT,sample,77,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,9:59,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03830_B_mifish,mifish,e03830,B,14D,2023,7,16,GOA,284-169,41,14,59.74183333,59.74766667,-146.5556667,-146.5586667,76.5,66-68,0-100,UT,sample,77,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,9:59,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03831_B_mifish,mifish,e03831,B,14E,2023,7,16,GOA,284-169,41,14,59.74183333,59.74766667,-146.5556667,-146.5586667,76.5,66-68,0-100,UT,field_blank,77,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,9:59,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03832_B_mifish,mifish,e03832,B,18A,2023,7,23,GOA,379-141,40,18,58.3755,58.375,-138.7078333,-138.7001667,61.25,43-74,0-100,UNKUT,sample,62,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:53,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03833_B_mifish,mifish,e03833,B,18B,2023,7,23,GOA,379-141,40,18,58.3755,58.375,-138.7078333,-138.7001667,61.25,43-74,0-100,UNKUT,sample,62,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:53,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03834_B_mifish,mifish,e03834,B,18C,2023,7,23,GOA,379-141,40,18,58.3755,58.375,-138.7078333,-138.7001667,61.25,43-74,0-100,UNKUT,sample,62,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:53,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03835_B_mifish,mifish,e03835,B,18D,2023,7,23,GOA,379-141,40,18,58.3755,58.375,-138.7078333,-138.7001667,61.25,43-74,0-100,UNKUT,sample,62,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:53,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03836_B_mifish,mifish,e03836,B,18E,2023,7,23,GOA,379-141,40,18,58.3755,58.375,-138.7078333,-138.7001667,61.25,43-74,0-100,UNKUT,field_blank,62,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:53,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,untrawlable
e03837_B_mifish,mifish,e03837,B,23A,2023,7,26,GOA,408-121,150,23,57.49016667,57.489,-136.3161667,-136.3128333,139.25,173-176,100-200,T,sample,140,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:07,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,trawl
e03838_B_mifish,mifish,e03838,B,23B,2023,7,26,GOA,408-121,150,23,57.49016667,57.489,-136.3161667,-136.3128333,139.25,173-176,100-200,T,sample,140,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:07,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,trawl
e03839_B_mifish,mifish,e03839,B,23C,2023,7,26,GOA,408-121,150,23,57.49016667,57.489,-136.3161667,-136.3128333,139.25,173-176,100-200,T,sample,140,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:07,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,trawl
e03840_B_mifish,mifish,e03840,B,23D,2023,7,26,GOA,408-121,150,23,57.49016667,57.489,-136.3161667,-136.3128333,139.25,173-176,100-200,T,sample,140,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:07,2023 GOA bottom trawl,P Rojas,JC,2024_12_26,Qiagen,vial,100,filter in ethanol,trawl
e03841_B_mifish,mifish,e03841,B,Extraction Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,1,NA,NA,NA,NA,NA,2023 GOA bottom trawl,NA,JC,2024_12_26,Qiagen,vial,100,NA,NA
e03842_B_mifish,mifish,e03842,B,23E,2023,7,26,GOA,408-121,150,23,57.49016667,57.489,-136.3161667,-136.3128333,139.25,173-176,100-200,T,field_blank,140,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:07,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,trawl
e03843_B_mifish,mifish,e03843,B,29A,2023,7,27,GOA,418-99,150,29,56.50133333,56.4975,-135.4468333,-135.439,127.75,131-133,100-200,UT,sample,129,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:31,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03844_B_mifish,mifish,e03844,B,29B,2023,7,27,GOA,418-99,150,29,56.50133333,56.4975,-135.4468333,-135.439,127.75,131-133,100-200,UT,sample,129,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:31,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03845_B_mifish,mifish,e03845,B,29C,2023,7,27,GOA,418-99,150,29,56.50133333,56.4975,-135.4468333,-135.439,127.75,131-133,100-200,UT,sample,129,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:31,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03846_B_mifish,mifish,e03846,B,29D,2023,7,27,GOA,418-99,150,29,56.50133333,56.4975,-135.4468333,-135.439,127.75,131-133,100-200,UT,sample,129,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:31,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03847_B_mifish,mifish,e03847,B,29E,2023,7,27,GOA,418-99,150,29,56.50133333,56.4975,-135.4468333,-135.439,127.75,131-133,100-200,UT,field_blank,129,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:31,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03848_B_mifish,mifish,e03848,B,32A,2023,7,29,GOA,427-86,80,32,55.91416667,55.907,-134.703,-134.696,114.75,124-126,0-100,UT,sample,125,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,12:45,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03849_B_mifish,mifish,e03849,B,32B,2023,7,29,GOA,427-86,80,32,55.91416667,55.907,-134.703,-134.696,114.75,124-126,0-100,UT,sample,125,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,12:45,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03850_B_mifish,mifish,e03850,B,32C,2023,7,29,GOA,427-86,80,32,55.91416667,55.907,-134.703,-134.696,114.75,124-126,0-100,UT,sample,125,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,12:45,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03851_B_mifish,mifish,e03851,B,32D,2023,7,29,GOA,427-86,80,32,55.91416667,55.907,-134.703,-134.696,114.75,124-126,0-100,UT,sample,125,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,12:45,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03852_B_mifish,mifish,e03852,B,32E,2023,7,29,GOA,427-86,80,32,55.91416667,55.907,-134.703,-134.696,114.75,124-126,0-100,UT,field_blank,125,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,12:45,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03853_B_mifish,mifish,e03853,B,36A,2023,7,30,GOA,428-75,151,36,55.43666667,55.4355,-134.4601667,-134.4546667,183,110,100-200,UT,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,16:00,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03854_B_mifish,mifish,e03854,B,36B,2023,7,30,GOA,428-75,151,36,55.43666667,55.4355,-134.4601667,-134.4546667,183,110,100-200,UT,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,16:00,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03855_B_mifish,mifish,e03855,B,36C,2023,7,30,GOA,428-75,151,36,55.43666667,55.4355,-134.4601667,-134.4546667,183,110,100-200,UT,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,16:00,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03856_B_mifish,mifish,e03856,B,36D,2023,7,30,GOA,428-75,151,36,55.43666667,55.4355,-134.4601667,-134.4546667,183,110,100-200,UT,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,16:00,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03857_B_mifish,mifish,e03857,B,36E,2023,7,30,GOA,428-75,151,36,55.43666667,55.4355,-134.4601667,-134.4546667,183,110,100-200,UT,field_blank,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,16:00,2023 GOA bottom trawl,P Rojas,JC,2024_12_30,Qiagen,vial,100,filter in ethanol,untrawlable
e03858_B_mifish,mifish,e03858,B,Extraction blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,1,NA,NA,NA,NA,NA,2023 GOA bottom trawl,NA,JC,2024_12_30,Qiagen,vial,100,NA,NA
NTC1_B_mifish,mifish,NTC1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTC2_B_mifish,mifish,NTC2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTC3_B_mifish,mifish,NTC3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTC4_B_mifish,mifish,NTC4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTC5_B_mifish,mifish,NTC5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTC6_B_mifish,mifish,NTC6,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTC7_B_mifish,mifish,NTC7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e03770_C_mifish,mifish,e03770,C,1A,2023,7,1,GOA,229-159,33,1,59.27416667,59.27483333,-151.0428333,-151.0455,59.25,98-103,0-100,T,sample,51,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,18:59,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03771_C_mifish,mifish,e03771,C,1B,2023,7,1,GOA,229-159,33,1,59.27416667,59.27483333,-151.0428333,-151.0455,59.25,98-103,0-100,T,sample,51,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,18:59,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03772_C_mifish,mifish,e03772,C,1C,2023,7,1,GOA,229-159,33,1,59.27416667,59.27483333,-151.0428333,-151.0455,59.25,98-103,0-100,T,sample,51,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,18:59,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03773_C_mifish,mifish,e03773,C,1D,2023,7,1,GOA,229-159,33,1,59.27416667,59.27483333,-151.0428333,-151.0455,59.25,98-103,0-100,T,sample,51,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,18:59,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03774_C_mifish,mifish,e03774,C,1E,2023,7,1,GOA,229-159,33,1,59.27416667,59.27483333,-151.0428333,-151.0455,59.25,98-103,0-100,T,field_blank,51,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,18:59,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03775_C_mifish,mifish,e03775,C,2A,2023,7,9,GOA,254-173,33,2,59.92966667,59.9275,-149.0173333,-149.0128333,75,97-101,0-100,T,sample,75,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,14:17,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03776_C_mifish,mifish,e03776,C,2B,2023,7,9,GOA,254-173,33,2,59.92966667,59.9275,-149.0173333,-149.0128333,75,97-101,0-100,T,sample,75,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,14:17,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03777_C_mifish,mifish,e03777,C,2C,2023,7,9,GOA,254-173,33,2,59.92966667,59.9275,-149.0173333,-149.0128333,75,97-101,0-100,T,sample,75,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,14:17,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03778_C_mifish,mifish,e03778,C,2D,2023,7,9,GOA,254-173,33,2,59.92966667,59.9275,-149.0173333,-149.0128333,75,97-101,0-100,T,sample,75,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,14:17,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03779_C_mifish,mifish,e03779,C,2E,2023,7,9,GOA,254-173,33,2,59.92966667,59.9275,-149.0173333,-149.0128333,75,97-101,0-100,T,field_blank,75,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,14:17,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03780_C_mifish,mifish,e03780,C,3A,2023,7,9,GOA,254-172,131,3,59.8755,59.87666667,-149.0111667,-149.0071667,103.5,93-94,100-200,T,sample,104,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03781_C_mifish,mifish,e03781,C,3B,2023,7,9,GOA,254-172,131,3,59.8755,59.87666667,-149.0111667,-149.0071667,103.5,93-94,100-200,T,sample,104,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03782_C_mifish,mifish,e03782,C,3C,2023,7,9,GOA,254-172,131,3,59.8755,59.87666667,-149.0111667,-149.0071667,103.5,93-94,100-200,T,sample,104,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03783_C_mifish,mifish,e03783,C,3D,2023,7,9,GOA,254-172,131,3,59.8755,59.87666667,-149.0111667,-149.0071667,103.5,93-94,100-200,T,sample,104,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03784_C_mifish,mifish,e03784,C,3E,2023,7,9,GOA,254-172,131,3,59.8755,59.87666667,-149.0111667,-149.0071667,103.5,93-94,100-200,T,field_blank,104,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03785_C_mifish,mifish,e03785,C,4A,2023,7,9,GOA,255-171,131,4,59.79116667,59.78983333,-148.9645,-148.965,174.75,93-124,100-200,T,sample,175,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:11,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03786_C_mifish,mifish,e03786,C,4B,2023,7,9,GOA,255-171,131,4,59.79116667,59.78983333,-148.9645,-148.965,174.75,93-124,100-200,T,sample,175,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:11,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03787_C_mifish,mifish,e03787,C,4C,2023,7,9,GOA,255-171,131,4,59.79116667,59.78983333,-148.9645,-148.965,174.75,93-124,100-200,T,sample,175,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:11,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03788_C_mifish,mifish,e03788,C,4D,2023,7,9,GOA,255-171,131,4,59.79116667,59.78983333,-148.9645,-148.965,174.75,93-124,100-200,T,sample,175,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:11,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03789_C_mifish,mifish,e03789,C,4E,2023,7,9,GOA,255-171,131,4,59.79116667,59.78983333,-148.9645,-148.965,174.75,93-124,100-200,T,field_blank,175,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,17:11,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03790_C_mifish,mifish,e03790,C,5A,2023,7,11,GOA,263-167,133,5,59.6325,59.63133333,-148.3158333,-148.3253333,183.25,88-111,100-200,T,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:02,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03791_C_mifish,mifish,e03791,C,5B,2023,7,11,GOA,263-167,133,5,59.6325,59.63133333,-148.3158333,-148.3253333,183.25,88-111,100-200,T,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:02,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03792_C_mifish,mifish,e03792,C,5C,2023,7,11,GOA,263-167,133,5,59.6325,59.63133333,-148.3158333,-148.3253333,183.25,88-111,100-200,T,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:02,2023 GOA bottom trawl,K D'Amelio,JC,2024_04_24,Qiagen,vial,100,filter in ethanol,trawl
e03793_C_mifish,mifish,e03793,C,Extraction Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,1,NA,NA,NA,NA,NA,2023 GOA bottom trawl,,JC,2024_04_24,Qiagen,vial,100,NA,NA
e03794_C_mifish,mifish,e03794,C,5D,2023,7,11,GOA,263-167,133,5,59.6325,59.63133333,-148.3158333,-148.3253333,183.25,88-111,100-200,T,sample,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:02,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,trawl
e03795_C_mifish,mifish,e03795,C,5E,2023,7,11,GOA,263-167,133,5,59.6325,59.63133333,-148.3158333,-148.3253333,183.25,88-111,100-200,T,field_blank,183,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:02,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,trawl
e03796_C_mifish,mifish,e03796,C,6A,2023,7,11,GOA,262-167,133,6,59.62833333,59.627,-148.3438333,-148.3506667,184.25,86-97,100-200,UNK,sample,184,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:56,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,trawl
e03797_C_mifish,mifish,e03797,C,6B,2023,7,11,GOA,262-167,133,6,59.62833333,59.627,-148.3438333,-148.3506667,184.25,86-97,100-200,UNK,sample,184,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:56,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,trawl
e03798_C_mifish,mifish,e03798,C,6C,2023,7,11,GOA,262-167,133,6,59.62833333,59.627,-148.3438333,-148.3506667,184.25,86-97,100-200,UNK,sample,184,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:56,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,trawl
e03799_C_mifish,mifish,e03799,C,6D,2023,7,11,GOA,262-167,133,6,59.62833333,59.627,-148.3438333,-148.3506667,184.25,86-97,100-200,UNK,sample,184,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:56,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,0.5L water filtered; filter in ethanol,trawl
e03800_C_mifish,mifish,e03800,C,6E,2023,7,11,GOA,262-167,133,6,59.62833333,59.627,-148.3438333,-148.3506667,184.25,86-97,100-200,UNK,field_blank,184,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,13:56,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,trawl
e03801_C_mifish,mifish,e03801,C,7A,2023,7,11,GOA,265-168,33,7,59.69983333,59.7045,-148.084,-148.0956667,37,86-87,0-100,UNKUT,sample,38,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,untrawlable
e03802_C_mifish,mifish,e03802,C,7B,2023,7,11,GOA,265-168,33,7,59.69983333,59.7045,-148.084,-148.0956667,37,86-87,0-100,UNKUT,sample,38,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,untrawlable
e03803_C_mifish,mifish,e03803,C,7C,2023,7,11,GOA,265-168,33,7,59.69983333,59.7045,-148.084,-148.0956667,37,86-87,0-100,UNKUT,sample,38,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,untrawlable
e03804_C_mifish,mifish,e03804,C,7D,2023,7,11,GOA,265-168,33,7,59.69983333,59.7045,-148.084,-148.0956667,37,86-87,0-100,UNKUT,sample,38,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,untrawlable
e03805_C_mifish,mifish,e03805,C,7E,2023,7,11,GOA,265-168,33,7,59.69983333,59.7045,-148.084,-148.0956667,37,86-87,0-100,UNKUT,field_blank,38,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,15:47,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,untrawlable
e03806_C_mifish,mifish,e03806,C,9A,2023,7,12,GOA,258-172,33,9,59.88666667,59.88766667,-148.6598333,-148.6633333,79.75,79-80,0-100,UNKUT,sample,80,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,14:11,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,untrawlable
e03807_C_mifish,mifish,e03807,C,9B,2023,7,12,GOA,258-172,33,9,59.88666667,59.88766667,-148.6598333,-148.6633333,79.75,79-80,0-100,UNKUT,sample,80,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,95% ethanol,14:11,2023 GOA bottom trawl,K D'Amelio,JC,2024_12_19,Qiagen,vial,100,filter in ethanol,untrawlable
